epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
365,5071.11,1.60119,1.20922,1.32465,0.80491,0.64228,0.71803,0.45688,1.41126,1.01566,1.31148,0.0027928,0.0027928,0.0027928
366,5084.28,1.57076,1.20312,1.32104,0.80866,0.64382,0.71666,0.45615,1.40609,1.01602,1.30613,0.002773,0.002773,0.002773
367,5098.37,1.59726,1.2069,1.32002,0.81253,0.64104,0.71787,0.45797,1.40031,1.02246,1.30522,0.0027532,0.0027532,0.0027532
368,5112.48,1.5772,1.18255,1.31055,0.81159,0.64048,0.71865,0.46245,1.39876,1.01495,1.3026,0.0027334,0.0027334,0.0027334
369,5126.43,1.60195,1.21177,1.32562,0.8056,0.64268,0.71847,0.46168,1.40194,1.02253,1.30473,0.0027136,0.0027136,0.0027136
370,5140.83,1.58372,1.18492,1.31716,0.79302,0.65127,0.71954,0.46091,1.40853,1.01449,1.30723,0.0026938,0.0026938,0.0026938
371,5154.72,1.57542,1.17643,1.30739,0.80014,0.64553,0.71944,0.46213,1.40855,1.01237,1.3119,0.002674,0.002674,0.002674
372,5168.69,1.5741,1.19597,1.32004,0.81469,0.6415,0.72211,0.46376,1.40206,1.00835,1.31356,0.0026542,0.0026542,0.0026542
373,5183.02,1.55551,1.16698,1.30243,0.8192,0.65077,0.72197,0.46185,1.40614,1.01177,1.30936,0.0026344,0.0026344,0.0026344
374,5197,1.56143,1.17196,1.29964,0.82098,0.63783,0.71966,0.46087,1.40965,1.01454,1.31,0.0026146,0.0026146,0.0026146
375,5210.63,1.59977,1.20087,1.32373,0.81528,0.65028,0.7221,0.46362,1.40318,1.01097,1.3095,0.0025948,0.0025948,0.0025948
376,5224.28,1.57295,1.18882,1.31695,0.82746,0.64482,0.72252,0.46504,1.39849,1.01156,1.31022,0.002575,0.002575,0.002575
377,5238.17,1.54367,1.17941,1.30719,0.82683,0.64181,0.72334,0.46501,1.39335,1.01144,1.30696,0.0025552,0.0025552,0.0025552
378,5252.63,1.57266,1.17893,1.30685,0.84007,0.63889,0.72402,0.46855,1.38921,1.00554,1.30338,0.0025354,0.0025354,0.0025354
379,5266.22,1.57211,1.17299,1.30434,0.82289,0.64301,0.72494,0.47203,1.38342,1.00204,1.29649,0.0025156,0.0025156,0.0025156
380,5280.49,1.54346,1.15914,1.30556,0.81236,0.64492,0.72464,0.47291,1.39136,0.99695,1.30344,0.0024958,0.0024958,0.0024958
381,5294.23,1.56145,1.17566,1.3087,0.80339,0.6553,0.72765,0.47425,1.39209,0.998,1.30513,0.002476,0.002476,0.002476
382,5308.34,1.57152,1.16311,1.30406,0.81069,0.65415,0.72687,0.4727,1.39332,0.99068,1.30528,0.0024562,0.0024562,0.0024562
383,5322.26,1.54719,1.15533,1.30641,0.81207,0.65164,0.7219,0.46948,1.39413,0.99307,1.3048,0.0024364,0.0024364,0.0024364
384,5336.22,1.5581,1.16164,1.30325,0.81165,0.65624,0.72669,0.47086,1.38898,0.98994,1.30365,0.0024166,0.0024166,0.0024166
385,5350.06,1.55883,1.16925,1.30179,0.80461,0.66032,0.72751,0.47223,1.38683,0.98413,1.30302,0.0023968,0.0023968,0.0023968
386,5363.92,1.55932,1.15512,1.29992,0.81618,0.65687,0.72658,0.4685,1.38962,0.98489,1.30537,0.002377,0.002377,0.002377
387,5378.22,1.54679,1.16558,1.29799,0.80176,0.6627,0.72667,0.46804,1.39159,0.98537,1.30312,0.0023572,0.0023572,0.0023572
388,5392.15,1.53563,1.1521,1.30022,0.80335,0.66298,0.72713,0.47214,1.37977,0.98002,1.29517,0.0023374,0.0023374,0.0023374
389,5406.49,1.56107,1.16846,1.30034,0.80423,0.65613,0.72541,0.46985,1.38108,0.98881,1.29759,0.0023176,0.0023176,0.0023176
390,5420.19,1.55935,1.15085,1.29588,0.8076,0.66293,0.72788,0.47401,1.37457,0.98507,1.29661,0.0022978,0.0022978,0.0022978
391,5434.41,1.54103,1.14417,1.29264,0.80133,0.66372,0.72751,0.47736,1.36706,0.97859,1.29319,0.002278,0.002278,0.002278
392,5448.39,1.54827,1.1502,1.29187,0.81408,0.65344,0.73165,0.4799,1.36075,0.97061,1.28668,0.0022582,0.0022582,0.0022582
393,5462.28,1.53,1.13302,1.28423,0.81932,0.65915,0.73046,0.4785,1.36526,0.97023,1.28993,0.0022384,0.0022384,0.0022384
394,5476.2,1.52256,1.1362,1.28559,0.81988,0.66205,0.73434,0.48127,1.36096,0.9677,1.29037,0.0022186,0.0022186,0.0022186
395,5490.22,1.53062,1.12504,1.28357,0.80476,0.67565,0.73571,0.4837,1.35667,0.9663,1.28673,0.0021988,0.0021988,0.0021988
396,5504.7,1.53645,1.1331,1.28568,0.81537,0.65453,0.73344,0.48321,1.35121,0.96985,1.28332,0.002179,0.002179,0.002179
397,5518.41,1.52055,1.12728,1.28577,0.8463,0.64031,0.73196,0.48242,1.35012,0.9726,1.2803,0.0021592,0.0021592,0.0021592
398,5532.5,1.56874,1.14666,1.295,0.85994,0.63424,0.73194,0.4815,1.34529,0.97257,1.28029,0.0021394,0.0021394,0.0021394
399,5546.43,1.53597,1.14464,1.28843,0.83521,0.64893,0.73129,0.48248,1.35035,0.96871,1.28762,0.0021196,0.0021196,0.0021196
400,5560.25,1.54958,1.14499,1.29225,0.80447,0.66434,0.7342,0.48362,1.35017,0.96616,1.28665,0.0020998,0.0020998,0.0020998
401,5574.27,1.53095,1.12061,1.28515,0.80969,0.66298,0.73325,0.48503,1.34829,0.96009,1.28613,0.00208,0.00208,0.00208
402,5588.67,1.54237,1.14774,1.28784,0.81615,0.65989,0.73392,0.48531,1.35139,0.96163,1.28521,0.0020602,0.0020602,0.0020602
403,5602.86,1.52709,1.13101,1.28448,0.83753,0.65104,0.73248,0.48475,1.3489,0.96213,1.28181,0.0020404,0.0020404,0.0020404
404,5616.43,1.52577,1.12772,1.28069,0.8278,0.6611,0.73326,0.4843,1.34712,0.95805,1.28229,0.0020206,0.0020206,0.0020206
405,5630.97,1.52593,1.11713,1.27679,0.81264,0.66276,0.73437,0.48676,1.34223,0.95248,1.28417,0.0020008,0.0020008,0.0020008
406,5644.35,1.52073,1.11556,1.27319,0.81487,0.6635,0.73609,0.48677,1.34251,0.9557,1.28322,0.001981,0.001981,0.001981
407,5658.53,1.51663,1.12087,1.27366,0.82848,0.65929,0.73742,0.48673,1.34186,0.95454,1.28167,0.0019612,0.0019612,0.0019612
408,5672.73,1.52774,1.13378,1.28312,0.8283,0.66075,0.7373,0.48752,1.33369,0.95352,1.27752,0.0019414,0.0019414,0.0019414
409,5686.5,1.50187,1.11282,1.27339,0.81296,0.66785,0.73925,0.49034,1.32923,0.95501,1.27442,0.0019216,0.0019216,0.0019216
410,5700.68,1.52988,1.13043,1.28713,0.82663,0.65842,0.73975,0.49082,1.32789,0.95429,1.27202,0.0019018,0.0019018,0.0019018
411,5714.55,1.51032,1.12348,1.2749,0.81719,0.67007,0.74012,0.49202,1.32627,0.94919,1.27052,0.001882,0.001882,0.001882
412,5728.53,1.53381,1.13655,1.28207,0.82289,0.67004,0.74012,0.49353,1.32486,0.94921,1.26876,0.0018622,0.0018622,0.0018622
413,5742.56,1.5032,1.12077,1.27605,0.82953,0.66657,0.74025,0.49522,1.31979,0.94461,1.26502,0.0018424,0.0018424,0.0018424
414,5756,1.52622,1.12703,1.28312,0.83727,0.66458,0.74023,0.49539,1.32196,0.94302,1.26407,0.0018226,0.0018226,0.0018226
415,5770.07,1.52859,1.123,1.28845,0.84092,0.66242,0.74126,0.49447,1.32285,0.94135,1.26293,0.0018028,0.0018028,0.0018028
416,5783.98,1.51832,1.12643,1.27576,0.84072,0.66154,0.74142,0.49305,1.32616,0.94321,1.2667,0.001783,0.001783,0.001783
417,5798.06,1.49934,1.10628,1.26765,0.82553,0.67159,0.74153,0.49432,1.32539,0.93895,1.26691,0.0017632,0.0017632,0.0017632
418,5812.26,1.49825,1.11036,1.27015,0.81618,0.67717,0.74305,0.49167,1.32351,0.93817,1.26557,0.0017434,0.0017434,0.0017434
419,5825.81,1.51163,1.11838,1.26815,0.82488,0.67013,0.7415,0.49427,1.32489,0.9405,1.26461,0.0017236,0.0017236,0.0017236
420,5839.95,1.49114,1.11184,1.26588,0.8164,0.67653,0.74365,0.49536,1.32476,0.93545,1.26623,0.0017038,0.0017038,0.0017038
421,5853.92,1.51092,1.11417,1.27203,0.81577,0.67766,0.74594,0.49677,1.31775,0.93044,1.26164,0.001684,0.001684,0.001684
422,5868.2,1.51766,1.10986,1.26547,0.82276,0.67303,0.74658,0.49695,1.31168,0.92997,1.2569,0.0016642,0.0016642,0.0016642
423,5882.39,1.49196,1.09523,1.26284,0.82447,0.67293,0.74611,0.49801,1.30632,0.92977,1.25205,0.0016444,0.0016444,0.0016444
424,5896.61,1.49749,1.09679,1.26193,0.82806,0.66943,0.74577,0.49848,1.30338,0.93048,1.25065,0.0016246,0.0016246,0.0016246
425,5909.98,1.49155,1.09299,1.26416,0.82592,0.66791,0.74442,0.49886,1.30401,0.92795,1.2503,0.0016048,0.0016048,0.0016048
426,5924.04,1.50736,1.10912,1.26493,0.83156,0.66659,0.74408,0.49725,1.30224,0.93083,1.25272,0.001585,0.001585,0.001585
427,5938.31,1.50692,1.11304,1.26918,0.84996,0.65533,0.74195,0.49827,1.3036,0.93175,1.25286,0.0015652,0.0015652,0.0015652
428,5952.38,1.50292,1.11679,1.26786,0.83761,0.66071,0.74194,0.49873,1.3029,0.9321,1.25021,0.0015454,0.0015454,0.0015454
429,5966.23,1.50329,1.10278,1.26099,0.84027,0.6607,0.7432,0.49853,1.30585,0.93164,1.25211,0.0015256,0.0015256,0.0015256
430,5980.36,1.50414,1.12026,1.26844,0.83982,0.66298,0.74428,0.50078,1.30143,0.93036,1.2524,0.0015058,0.0015058,0.0015058
431,5994.5,1.48383,1.08348,1.25401,0.83715,0.66826,0.74541,0.50322,1.29731,0.92484,1.25151,0.001486,0.001486,0.001486
432,6008.13,1.50223,1.10496,1.26718,0.83721,0.67036,0.74823,0.50463,1.29726,0.92268,1.25138,0.0014662,0.0014662,0.0014662
433,6021.97,1.49798,1.09546,1.26237,0.82871,0.67754,0.74751,0.50521,1.29623,0.92132,1.25077,0.0014464,0.0014464,0.0014464
434,6036.49,1.49033,1.0984,1.26083,0.82689,0.67997,0.74718,0.50431,1.29846,0.91831,1.25516,0.0014266,0.0014266,0.0014266
435,6050.17,1.49185,1.09409,1.265,0.82344,0.683,0.74753,0.50353,1.30463,0.91683,1.25941,0.0014068,0.0014068,0.0014068
436,6064.46,1.47932,1.07998,1.25516,0.82669,0.67888,0.74774,0.50495,1.30403,0.91455,1.25813,0.001387,0.001387,0.001387
437,6078.42,1.46836,1.0626,1.24443,0.82611,0.67764,0.74881,0.50492,1.30025,0.91332,1.25331,0.0013672,0.0013672,0.0013672
438,6092.61,1.49751,1.0851,1.2649,0.83574,0.67602,0.74903,0.50524,1.3023,0.91249,1.25632,0.0013474,0.0013474,0.0013474
439,6106.32,1.48261,1.09009,1.25499,0.82986,0.67682,0.75012,0.5046,1.30219,0.91371,1.25528,0.0013276,0.0013276,0.0013276
440,6120.46,1.46982,1.07942,1.25144,0.8546,0.65929,0.75022,0.50567,1.30393,0.91589,1.25337,0.0013078,0.0013078,0.0013078
441,6134.52,1.48465,1.07946,1.25243,0.83783,0.67289,0.75142,0.50695,1.3002,0.91444,1.2501,0.001288,0.001288,0.001288
442,6148.36,1.4858,1.08419,1.25322,0.8345,0.67304,0.75305,0.50863,1.29391,0.9079,1.24543,0.0012682,0.0012682,0.0012682
443,6162.36,1.48278,1.08641,1.25266,0.83149,0.67495,0.75298,0.50808,1.28969,0.90748,1.24328,0.0012484,0.0012484,0.0012484
444,6176.7,1.47045,1.07907,1.25163,0.85192,0.66518,0.75203,0.50891,1.29115,0.90957,1.24544,0.0012286,0.0012286,0.0012286
445,6191.04,1.46427,1.06397,1.24534,0.84996,0.66599,0.75093,0.50787,1.28891,0.91301,1.2431,0.0012088,0.0012088,0.0012088
446,6204.82,1.47517,1.0767,1.24804,0.84139,0.66847,0.75252,0.50929,1.28905,0.91538,1.24421,0.001189,0.001189,0.001189
447,6218.6,1.46444,1.06171,1.24459,0.82151,0.68108,0.75204,0.50929,1.2913,0.91693,1.24672,0.0011692,0.0011692,0.0011692
448,6232.82,1.45928,1.05158,1.24625,0.83293,0.67575,0.75228,0.51116,1.28852,0.91764,1.244,0.0011494,0.0011494,0.0011494
449,6246.87,1.45982,1.06006,1.23833,0.84556,0.67218,0.75235,0.51218,1.28744,0.91722,1.24254,0.0011296,0.0011296,0.0011296
450,6260.99,1.46556,1.0563,1.23985,0.83966,0.67518,0.75312,0.51092,1.28708,0.9144,1.24266,0.0011098,0.0011098,0.0011098
451,6275.02,1.44754,1.0604,1.24353,0.83133,0.67935,0.75372,0.51278,1.28205,0.91116,1.23917,0.00109,0.00109,0.00109
452,6288.77,1.46794,1.07401,1.245,0.84875,0.67141,0.75452,0.51396,1.28185,0.90932,1.24096,0.0010702,0.0010702,0.0010702
453,6302.99,1.4672,1.07024,1.25209,0.84899,0.66893,0.75359,0.51266,1.27668,0.91004,1.23677,0.0010504,0.0010504,0.0010504
454,6316.93,1.45529,1.06707,1.2394,0.84455,0.67133,0.75431,0.51448,1.27488,0.9078,1.23565,0.0010306,0.0010306,0.0010306
455,6331.02,1.43852,1.05165,1.23813,0.84471,0.67174,0.75407,0.51405,1.27251,0.90852,1.23424,0.0010108,0.0010108,0.0010108
456,6344.83,1.47051,1.06249,1.2352,0.83965,0.67809,0.75398,0.51504,1.27421,0.90788,1.23632,0.000991,0.000991,0.000991
457,6358.67,1.45295,1.06092,1.24106,0.82685,0.68391,0.75313,0.5153,1.2784,0.90857,1.2393,0.0009712,0.0009712,0.0009712
458,6372.91,1.45771,1.04414,1.23457,0.82821,0.68388,0.75367,0.51536,1.27668,0.90548,1.239,0.0009514,0.0009514,0.0009514
459,6387.06,1.4662,1.05891,1.23752,0.83145,0.68619,0.75224,0.5143,1.27538,0.90429,1.23909,0.0009316,0.0009316,0.0009316
460,6400.96,1.45,1.04802,1.24067,0.82361,0.68771,0.75217,0.51499,1.27019,0.90113,1.23696,0.0009118,0.0009118,0.0009118
461,6414.82,1.44978,1.05712,1.24194,0.82775,0.68528,0.753,0.5161,1.26588,0.90094,1.23436,0.000892,0.000892,0.000892
462,6428.89,1.44553,1.05653,1.23119,0.81953,0.69179,0.75393,0.51661,1.26396,0.90091,1.23259,0.0008722,0.0008722,0.0008722
463,6442.98,1.43458,1.03858,1.23676,0.82641,0.68929,0.75453,0.51741,1.26427,0.90098,1.23339,0.0008524,0.0008524,0.0008524
464,6457.4,1.44314,1.05306,1.23459,0.82664,0.69036,0.75363,0.5168,1.26278,0.89741,1.2318,0.0008326,0.0008326,0.0008326
465,6471.4,1.4409,1.05293,1.24158,0.82632,0.68892,0.75427,0.51774,1.26231,0.89673,1.2318,0.0008128,0.0008128,0.0008128
466,6485.31,1.4175,1.03368,1.22483,0.83009,0.68716,0.75518,0.51873,1.26158,0.89529,1.23183,0.000793,0.000793,0.000793
467,6499.66,1.45776,1.0609,1.23299,0.83825,0.682,0.75459,0.5179,1.26226,0.8943,1.23063,0.0007732,0.0007732,0.0007732
468,6513.14,1.44217,1.0452,1.22982,0.83124,0.68546,0.75417,0.51869,1.26343,0.89327,1.23115,0.0007534,0.0007534,0.0007534
469,6527.58,1.42863,1.0276,1.22457,0.83468,0.68137,0.75426,0.51882,1.26469,0.89395,1.23437,0.0007336,0.0007336,0.0007336
470,6541.5,1.41534,1.02398,1.21742,0.83224,0.68624,0.75606,0.51958,1.26394,0.89342,1.23437,0.0007138,0.0007138,0.0007138
471,6555.54,1.41824,1.02266,1.22022,0.82775,0.688,0.75441,0.51896,1.26253,0.89188,1.23304,0.000694,0.000694,0.000694
472,6569.31,1.43667,1.02098,1.2247,0.82868,0.68381,0.7542,0.51946,1.25957,0.89149,1.23143,0.0006742,0.0006742,0.0006742
473,6583.11,1.44332,1.03968,1.22998,0.83123,0.68438,0.75463,0.52007,1.25776,0.89066,1.23093,0.0006544,0.0006544,0.0006544
474,6596.91,1.42633,1.03174,1.22839,0.84785,0.67574,0.75486,0.51996,1.25775,0.88979,1.23002,0.0006346,0.0006346,0.0006346
475,6611.13,1.44714,1.04078,1.22851,0.83807,0.67947,0.75548,0.52088,1.25839,0.89132,1.23053,0.0006148,0.0006148,0.0006148
476,6624.73,1.44613,1.04513,1.23154,0.83854,0.67771,0.75534,0.5203,1.25831,0.8917,1.23048,0.000595,0.000595,0.000595
477,6638.69,1.43351,1.03593,1.22812,0.83634,0.68151,0.75452,0.52055,1.25948,0.89114,1.23159,0.0005752,0.0005752,0.0005752
478,6652.58,1.41717,1.03519,1.22516,0.83889,0.6813,0.75403,0.52048,1.25868,0.89013,1.23259,0.0005554,0.0005554,0.0005554
479,6666.79,1.42186,1.03281,1.22602,0.83913,0.68334,0.75526,0.52079,1.25763,0.88805,1.23244,0.0005356,0.0005356,0.0005356
480,6680.78,1.41682,1.0202,1.22233,0.8416,0.6844,0.75662,0.52147,1.25723,0.88835,1.23379,0.0005158,0.0005158,0.0005158
481,6694.94,1.42374,1.02537,1.22704,0.84174,0.6828,0.75595,0.52226,1.2572,0.8879,1.23365,0.000496,0.000496,0.000496
482,6708.83,1.43004,1.03586,1.23086,0.8425,0.68274,0.75634,0.52222,1.25496,0.88875,1.23112,0.0004762,0.0004762,0.0004762
483,6722.22,1.39942,1.01342,1.21154,0.84531,0.68239,0.75712,0.52353,1.25216,0.88787,1.22996,0.0004564,0.0004564,0.0004564
484,6735.84,1.42584,1.03652,1.22328,0.84696,0.68274,0.75838,0.52404,1.2498,0.88677,1.22851,0.0004366,0.0004366,0.0004366
485,6749.99,1.41621,1.02797,1.2182,0.84706,0.68454,0.75839,0.52461,1.24793,0.88497,1.22738,0.0004168,0.0004168,0.0004168
486,6764,1.41174,1.01811,1.21682,0.84747,0.6857,0.75899,0.52435,1.24822,0.88517,1.22718,0.000397,0.000397,0.000397
487,6778.02,1.40013,1.00859,1.2103,0.84352,0.68593,0.7588,0.52418,1.24686,0.88395,1.22612,0.0003772,0.0003772,0.0003772
488,6791.98,1.407,1.01516,1.21728,0.84514,0.68346,0.75938,0.52355,1.24666,0.88345,1.22571,0.0003574,0.0003574,0.0003574
489,6806.43,1.411,1.01612,1.21137,0.84279,0.68455,0.75854,0.52369,1.24616,0.88275,1.22466,0.0003376,0.0003376,0.0003376
490,6820.54,1.41614,1.02076,1.21811,0.84071,0.68497,0.75989,0.52434,1.2454,0.88467,1.22349,0.0003178,0.0003178,0.0003178
491,6834.61,1.42623,1.02206,1.22274,0.84516,0.68283,0.75917,0.5244,1.24431,0.88512,1.22316,0.000298,0.000298,0.000298
492,6848.41,1.42908,1.0269,1.21828,0.84123,0.68425,0.75963,0.52441,1.24257,0.88501,1.22232,0.0002782,0.0002782,0.0002782
493,6862.45,1.42021,1.02628,1.22204,0.84118,0.68442,0.75912,0.52391,1.24067,0.88455,1.22153,0.0002584,0.0002584,0.0002584
494,6876.32,1.4183,1.0231,1.21637,0.84127,0.68432,0.75883,0.52508,1.24035,0.8846,1.2225,0.0002386,0.0002386,0.0002386
495,6890.26,1.40808,1.02061,1.22292,0.84091,0.6849,0.75889,0.52493,1.2391,0.88294,1.22227,0.0002188,0.0002188,0.0002188
496,6904.41,1.40457,1.00842,1.21512,0.84116,0.68471,0.75944,0.52542,1.23873,0.88148,1.22241,0.000199,0.000199,0.000199
497,6918.44,1.40022,1.0122,1.21831,0.84252,0.6841,0.75919,0.52375,1.2379,0.88103,1.22245,0.0001792,0.0001792,0.0001792
498,6932.38,1.41712,1.02326,1.22297,0.84439,0.68511,0.7594,0.5239,1.23621,0.88085,1.22223,0.0001594,0.0001594,0.0001594
499,6946.38,1.41197,1.02766,1.22005,0.84674,0.68535,0.75907,0.52453,1.23564,0.88113,1.22115,0.0001396,0.0001396,0.0001396
500,6960.21,1.40273,1.01157,1.20899,0.84103,0.68751,0.75764,0.52473,1.23502,0.88035,1.22019,0.0001198,0.0001198,0.0001198
